"descriptor","Place_ID","place_standard"
"Almsterdamensis","17","Amsterdam"
"Alnensis","875","Alne"
"Alnetensis","1140","Aulnois"
"Alodio Braniensis","178","Eigenbrakel"
"Aloij","878","Aloy"
"Alomaniensis","877","Alomaniensis"
"Alostanus","5","Aalst"
"Alostensis","5","Aalst"
"Alosthonus","0",""
"Alostie","5","Aalst"
"Alostnus","5","Aalst"
"Alperipensis","3998","Haut-Rivage"
"Alphen","879","Alphen"
"Alphensis","879","Alphen"
"Alsata","881","Alsace"
"Alsatius","881","Alsace"
"Alsback","1083","Asbeck"
"Alsenede","30","Assenede"
"Alseus","883","Alseus"
"Alsmeriensis","756","Aalsmeer"
"Alsoniensis","884","Alsoniensis"
"Alst","5","Aalst"
"Alstensis","885","Alstensis"
"Alstenvorst","886","Alstenvorst"
"Alstius","887","Alstius"
"Alta Cruce","266","Heikruis"
"Altecruciensis","888","Altecruciensis"
"Altennardensis","490","Oudenaarde"
"Altera Ecclesia","1148","Autre-Église"
"Altere","6","Aalter"
"Altimontanus","4334","Hogeberg"
"Altimontensis","4334","Hogeberg"
"Altisteniensis","891","Altisteniensis"
"Altoif","892","Altoif"
"Altre","6","Aalter"
"Alustanus","5","Aalst"
"Alustensis","5","Aalst"
"Alven","893","Alven"
"Alverijnghen","13","Alveringem"
"Alveringen","13","Alveringem"
"Alveringhem","13","Alveringem"
"Alveringhen","13","Alveringem"
"Alvermille","894","Alvermille"
"Alzatius","895","Alzatius"
"Ama","897","Ama"
"Amaij","903","Amay"
"Amaliensis","898","Amaliensis"
"Amandensis","899","Amandensis"
"Amandinas","900","Amandinas"
"Amandinensis","901","Amandinensis"
"Amanetensis","902","Amanetensis"
"Amanieniss","903","Amay"
"Amaniensis","903","Amay"
"Amberloux","904","Amberloup"
"Ambesin","906","Ambresin"
"Ambesiniensis","906","Ambresin"
"Ambianensis","15","Amiens"
"Ambianus","15","Amiens"
"ambo ab Oudewatere","6526","Oudewater"
"Ambresain","906","Ambresin"
"Ambresin","906","Ambresin"
"Ambresineaux","906","Ambresin"
"Ambsterodamus","17","Amsterdam"
"Amburgensis","3844","Hamburg"
"Ambus","896","Am Busch"
"Amelfordiensis","916","Amersfoort"
"Amellensis","14","Amel"
"Amensis","910","Amensis"
"Ameracensis","911","Ameracensis"
"Amerfordensis","916","Amersfoort"
"Amerfordiani","916","Amersfoort"
"Amerfordiensis","916","Amersfoort"
"Amerfortius","916","Amersfoort"
"Amerfurtensis","916","Amersfoort"
"Americanus","913","Amerika"
"Americo-Carthaginensis","913","Amerika"
"Amerongensis","914","Amerongen"
"Amersfatensis","916","Amersfoort"
"Amersfodiensis","916","Amersfoort"
"Amersfordensis","916","Amersfoort"
"Amersfordianus","916","Amersfoort"
"Amersfordienses","916","Amersfoort"
"Amersfordiensis","916","Amersfoort"
"Amersfortensis","916","Amersfoort"
"Amersfortii","916","Amersfoort"
"Amersfortiius","916","Amersfoort"
"Amersfortius","916","Amersfoort"
"Amersfurtiensis","916","Amersfoort"
"Amersvordiensis","916","Amersfoort"
"Amerswordiensis","916","Amersfoort"
"Amesfordiensis","916","Amersfoort"
"Amesfortius","916","Amersfoort"
"Ameswordiensis","916","Amersfoort"
"Ametensis","917","Ametensis"
"Amibianus","15","Amiens"
"Amisfortensis","916","Amersfoort"
"Amisfurtensis","916","Amersfoort"
"Ammaniensis","919","Ammaniensis"
"Ammensis","920","Ammensis"
"Ammersfordiensis","916","Amersfoort"
"Ammiensis","922","Ammiensis"
"Amoffort","916","Amersfoort"
"Amonensis","3848","Hamm"
"Amonin","923","Amonines"
"Amonine","923","Amonines"
"Amorfortius","916","Amersfoort"
"Amorsfordianus","916","Amersfoort"
"Amorsfordiensis","916","Amersfoort"
"Amorsfortensis","916","Amersfoort"
"Amorsfortius","916","Amersfoort"
"Amortsfortius","916","Amersfoort"
"Amougijs","909","Amengijs"
"Ampsijs","924","Ampsin"
"Ampsin","924","Ampsin"
"Ampsiniensis","924","Ampsin"
"Ampstelodamensis","17","Amsterdam"
"Amsango","925","Amsango"
"Amsdonck","926","Amsdonck"
"Amselodamensis","17","Amsterdam"
"Amseranus","927","Amseranus"
"Amsfordianus","916","Amersfoort"
"Amsfordiensis","916","Amersfoort"
"Amsfortanus","928","Amsfortanus"
"Amsiniensis","924","Ampsin"
"Amspelare","929","Amspelare"
"Amstelamensis","17","Amsterdam"
"Amsteldamensis","17","Amsterdam"
"Amsteldolamensis","17","Amsterdam"
"Amsteledamensis","17","Amsterdam"
"Amstelldamensis","17","Amsterdam"
"Amstelledamensis","17","Amsterdam"
"Amstellodamensis","17","Amsterdam"
"Amstelodamenses","0",""
"Amstelodamensis","17","Amsterdam"
"Amstelodamiensis","17","Amsterdam"
"Amstelodamnensis","17","Amsterdam"
"Amstelodamus","17","Amsterdam"
"Amstelodanensis","17","Amsterdam"
"Amstelodmus","17","Amsterdam"
"Amstelredam","17","Amsterdam"
"Amstelredamensis","17","Amsterdam"
"Amstelredamus","17","Amsterdam"
"Amstelrodamensis","17","Amsterdam"
"Amstelrodamus","17","Amsterdam"
"Amstelveen","931","Amstelveen"
"Amstenraed","16","Amstenrade"
"Amstenraet","16","Amstenrade"
"Amstenraeth","16","Amstenrade"
"Amsteodamensis","17","Amsterdam"
"Amsterdamenses","17","Amsterdam"
"Amsterdamensis","17","Amsterdam"
"Amsterdamiensis","17","Amsterdam"
"Amsterdamma","17","Amsterdam"
"Amsterdammenses","17","Amsterdam"
"Amsterdammensis","17","Amsterdam"
"Amsterdammis","17","Amsterdam"
"Amsterdammnsis","17","Amsterdam"
"Amsterdammus","17","Amsterdam"
"Amsterdamus","17","Amsterdam"
"Amsteredamensis","17","Amsterdam"
"Amsterledamensis","17","Amsterdam"
"Amsterledamus","17","Amsterdam"
"Amsterlodamensis","17","Amsterdam"
"Amsterodamensis","17","Amsterdam"
"Amsterodamensiss","17","Amsterdam"
"Amsterodamus","17","Amsterdam"
"Amsterveel","931","Amstelveen"
"Amstervenensis","17","Amsterdam"
"Amstredamenses","17","Amsterdam"
"Amstredamensis","17","Amsterdam"
"Amsuranus","3838","Ham-sur-Heure"
"Amsvoordiensis","916","Amersfoort"
"Amtiniensis","983","Antene"
"Anabergensis","932","Anabergensis"
"Anapensis","933","Anapensis"
"Anceroeulle","24","Anseroeul"
"Anchyensis","934","Anchin"
"Anciniensis","934","Anchin"
"Anckoniensis","935","Anckoniensis"
"Andalensis","18","Andenne"
"Andanensis","18","Andenne"
"Andaniensis","18","Andenne"
"Andavensis","936","Andavensis"
"Andegavensis","937","Andegavensis"
"Andeleckensis","19","Anderlecht"
"Andeliis","4910","Landelies"
"Anden","18","Andenne"
"Andenaecken","6516","Oudenaken"
"Andenensis","18","Andenne"
"Andenne","18","Andenne"
"Andennensis","18","Andenne"
"Andennes","18","Andenne"
"Andensis","18","Andenne"
"Anderlacensis","19","Anderlecht"
"Anderlecht","19","Anderlecht"
"Anderlechtensis","19","Anderlecht"
"Anderlectanus","19","Anderlecht"
"Anderlectensis","19","Anderlecht"
"Anderleght","19","Anderlecht"
"Anderleus","20","Anderlues"
"Anderleux","20","Anderlues"
"Anderlieu","20","Anderlues"
"Anderlobbiensis","938","Anderlobbiensis"
"Anderlobiensis","939","Anderlobiensis"
"Anderlu","20","Anderlues"
"Anderlucensis","20","Anderlues"
"Anderlue","20","Anderlues"
"Anderluensis","20","Anderlues"
"Anderlues","20","Anderlues"
"Anderlusensis","20","Anderlues"
"Andernach","940","Andernach"
"Andernacus","940","Andernach"
"Anderstade","941","Anderstad"
"Anderstat","942","Anderstat"
"Andigem","943","Andigem"
"Andoniacensis","945","Andoniacensis"
"Andoniensis","946","Andoniensis"
"Andree montis Sancti","5886","Mont-Saint-André"
"Andregnie","947","Andregnie"
"Andregnies","1133","Audregnies"
"Andrelectensis","19","Anderlecht"
"Andreliensis","948","Andreliensis"
"Andrelucensis","19","Anderlecht"
"Andrenij","949","Andrenij"
"Andrimont","950","Andrimont"
"Androignies","1133","Audregnies"
"Anduverpiensis","26","Antwerp"
"Ane","1139","Aulne"
"Anecensis","22","Annecy"
"Aneciacensis","22","Annecy"
"Aneciensis","22","Annecy"
"Anecio","22","Annecy"
"Anefiensis","3871","Haneffe"
"Anelocensis","951","Anelocensis"
"Anesciacensis","22","Annecy"
"Anesiacensis","22","Annecy"
"Anessiacensis","22","Annecy"
"Anetiacensis","22","Annecy"
"Anetio","22","Annecy"
"Anezensis","952","Anezensis"
"Angea","175","Enghien"
"Angelus","6237","Nottingham"
"Angensis","175","Enghien"
"Anghianus","175","Enghien"
"Anghiensis","175","Enghien"
"Anghus","750","England"
"Angia","955","Angia"
"Angiam","175","Enghien"
"Angianus","175","Enghien"
"Angiensis","175","Enghien"
"Angiesis","175","Enghien"
"Angin","956","Angin"
"Anginensis","175","Enghien"
"Angli","750","England"
"Angli Natione","750","England"
"Anglia","750","England"
"Anglici","750","England"
"Anglicus","750","England"
"Anglie","750","England"
"Anglius","750","England"
"Angllus","750","England"
"Anglus","750","England"
"Anglus in Britannia","750","England"
"Angre","957","Angre"
"Angue","958","Angue"
"Anguen","959","Anguen"
"Anguensis","960","Anguensis"
"Anguiensis","961","Anguiensis"
"Anhee","963","Anhée"
"Ania Sancti Petri","3803","Haine-Saint-Pierre"
"Anicensis","964","Anicensis"
"Aniciensis","966","Aniciensis"
"Aniel","967","Aniel"
"Aniensis","968","Aniensis"
"Anietensis","969","Anietensis"
"Ankeveen","21","Ankeveen"
"Anloij","970","Anloy"
"Anloy","970","Anloy"
"Anmeriensis","971","Anmeriensis"
"Annaing","996","Anvaing"
"Annaniensis","974","Annen"
"Annanus","972","Annan"
"Annechiaiensis","22","Annecy"
"Anneci","22","Annecy"
"Annecia","22","Annecy"
"Annecicensis","22","Annecy"
"Anneciensis","22","Annecy"
"Annecij","22","Annecy"
"Annecio","22","Annecy"
"Annecio Gebennensis","22","Annecy"
"Annecio Genevensis","22","Annecy"
"Annecio-","22","Annecy"
"Anneciogenevensis","22","Annecy"
"Annelij","22","Annecy"
"Annemontanus","973","Annemontanus"
"Annesciacensis","22","Annecy"
"Annesciensis","22","Annecy"
"Annesio","22","Annecy"
"Annessiacensis","22","Annecy"
"Annessio","22","Annecy"
"Annia Sancti Petri","3803","Haine-Saint-Pierre"
"Anniensis","975","Anniensis"
"Annisio","22","Annecy"
"Anno","976","Anno"
"Annoeullin","2950","Ennelin"
"Annoriensis","977","Annoriensis"
"Annoriexus","978","Annoriexus"
"Annulin","2950","Ennelin"
"Anoriensis","0",""
"Anqre","957","Angre"
"Ansembourg","23","Ansembourg"
"Ansenbergensis","23","Ansembourg"
"Anserem","979","Anseremme"
"Ansereme","979","Anseremme"
"Anseremme","979","Anseremme"
"Anseren","979","Anseremme"
"Ansereuil","24","Anseroeul"
"Ansereulle","24","Anseroeul"
"Anserim","979","Anseremme"
"Anstelodamus","17","Amsterdam"
"Anstelredamensis","17","Amsterdam"
"Ansterdammensis","17","Amsterdam"
"Ansuranensis","980","Ansuranensis"
"Ansuranus","981","Ansuranus"
"Antensis","982","Anten"
"Anteremme","979","Anseremme"
"Antgardiensis","984","Antgardiensis"
"Anthanstreviensis","985","Anthanstreviensis"
"Anthé","986","Anthée"
"Anthensis","988","Anthensis"
"Anthet","987","Antheit"
"Anthinne","983","Antene"
"Anthinnes","983","Antene"
"Anthoin","25","Antoing"
"Anthoniensis","25","Antoing"
"Anthverpiensis","26","Antwerp"
"Antin","983","Antene"
"Antinne","983","Antene"
"Antiquo Minij","0",""
"Antoij","989","Antoij"
"Antoin","25","Antoing"
"Antoing","25","Antoing"
"Antoniensis","25","Antoing"
"Antonimensis","25","Antoing"
"Antragiensis","991","Antragiensis"
"Antrimensis","992","Antrim"
"Antrovicanus","993","Antrovicanus"
"Antuverpienses","26","Antwerp"
"Antuverpiensis","26","Antwerp"
"Antuwerpiensis","26","Antwerp"
"Antverpeiensis","0",""
"Antverpia","26","Antwerp"
"Antverpianus","26","Antwerp"
"Antverpienses","26","Antwerp"
"Antverpiensis","26","Antwerp"
"Antverpiensos","26","Antwerp"
"[Antverpienssi] Antverpiensis","26","Antwerp"
"Antwerpeinsis","26","Antwerp"
"Antwerpensis","26","Antwerp"
"Antwerpia","26","Antwerp"
"Antwerpianus","26","Antwerp"
"Antwerpie","26","Antwerp"
"Antwerpiensis","26","Antwerp"
"Anuellanus","994","Anuellanus"
"Anuiniensis","995","Anuiniensis"
"Anuverpiensis","26","Antwerp"
"Anuwerpiensis","26","Antwerp"
"Anvancus","996","Anvaing"
"Anverpiensis","26","Antwerp"
"Anwerpianus","26","Antwerp"
"Anwerpiensis","26","Antwerp"
"Aorinnes","997","Aorinnes"
"Aoscotanus","0",""
"Aost","757","Aalst? of Amsterdam, Nederland? check"
"Aostensis","998","Aostensis"
"Aotgardiensis","6541","Outgaarden"
"Apoldorius","999","Apeldoorn"
"Appel","1000","Appels"
"Appels","1000","Appels"
"Appelteiren","1001","Appelterre-Eichem"
"Appelterre","1001","Appelterre-Eichem"
"Appelterrensis","1001","Appelterre-Eichem"
"Appkoudanus","772","Abcoude"
"Approbasiensis","6432","Opprebais"
"Apriessiacensis","1002","Apriessiacensis"
"apud Alcmariam","865","Alkmaar"
"apud Aldenardum","490","Oudenaarde"
"apud Antverpiam","26","Antwerp"
"apud Antwerpiam","26","Antwerp"
"apud Avesnas","1169","Avesnes"
"apud Bredam","108","Breda"
"apud Burborch","1856","Bourbourg"
"apud Buscumducis","546","'s-Hertogenbosch"
"apud Casletum","2168","Cassel"
"apud civitatem Trajectensem","5375","Maastricht of Utrecht check"
"apud Delft","154","Delft"
"apud Diest","162","Diest"
"apud Horrenen","2595","Den Hoorn"
"apud Insulas","529","Rijsel"
"apud Ipras","306","Ieper"
"apud Leodium","392","Liège"
"apud Namurcum","445","Namen"
"apud Vlycken","0",""
"apud Walcuriam","0",""
"apud Ypris","306","Ieper"
"apud Yrps","0",""
"Apursis","1003","Apursis"
"Apvelp","6435","Opvelp"
"Aquakenis","1004","Aquakenis"
"Aqualiensis","1005","Aqualiensis"
"Aquensis","11","Aken"
"Aquetenensis","1006","Aquetenensis"
"Aquiano-Chablasianus","3062","Evian-les-Bains"
"Aquiensis","1007","Aquiensis"
"Aquiliensis","36","Aywaille"
"Aquiqgranensis","0",""
"Aquis Graensis","11","Aken"
"Aquisgradensis","11","Aken"
"Aquisgranenensis","11","Aken"
"Aquisgranensis","11","Aken"
"Aquisgraniensis","11","Aken"
"Aquisgrano","11","Aken"
"Aquisgranus","11","Aken"
"Aquitanus","1008","Aquitaine"
"Aragonensis","1009","Aragon"
"Arboreus","1011","Arbre"
"Arboriensis","1011","Arbre"
"Arbosiensis","1010","Arbois"
"Arbre","8","Aat"
"Arbre Fontaine","0",""
"Arcennes","2831","Eerken"
"Arcensis","1013","Arcensis"
"Archaniensis","5999","multipel check"
"Archelensis","1014","Archelensis"
"Archene","2831","Eerken"
"Archennes","2831","Eerken"
"Archensis","1015","Archensis"
"Archiepiscopatu Trevirensi","8080","Trier"
"Archimont","1016","Archimont"
"Archiniensis","1017","Archiniensis"
"Archipontanus","1018","Archipontanus"
"Archotanus","7","Aarschot"
"Archottanus","7","Aarschot"
"Archtensis","1019","Archtensis"
"Archtmariensis","1020","Archtmariensis"
"Archy","1021","Archy"
"Arcken","1022","Arcken"
"Arckenckensis","1023","Arckenckensis"
"Arckensis","1024","Arckensis"
"Arckmariensis","0",""
"Arcq Annieres","27","Arc-Ainières"
"Arcq-annier","27","Arc-Ainières"
"Arcqenniere","27","Arc-Ainières"
"Arcquenniers","27","Arc-Ainières"
"Ardaghdensis","1025","Ardagh"
"Ardamakanus","1026","Ardamakanus"
"Ardemburgensis","760","Aardenburg"
"Ardenas","1027","Ardennen"
"Ardenburgensis","760","Aardenburg"
"Ardenna","1027","Ardennen"
"Ardennas","1027","Ardennen"
"Arderamensis","1028","Arderamensis"
"Ardoye","1029","Ardooie"
"Arduennis","1031","Arduennis"
"Arebeeck","1032","Arebeek"
"Arecentinensis","28","Arnhem"
"Areliensis","1033","Areliensis"
"Arembergensis","1034","Arembergensis"
"Arenacensis","1035","Arenacensis"
"Arenberg","1036","Arenberg"
"Arenbergensis","1036","Arenberg"
"Arendocanus","1037","Arendonk"
"Arendoncanus","1037","Arendonk"
"Arendonck","1037","Arendonk"
"Arendonckanus","1037","Arendonk"
"Arendonkanus","1037","Arendonk"
"Arenhiensis","1038","Arenhiensis"
"Argenteau","1039","Argenteau"
"Argentinensis","1040","Argentinensis"
"Argentiniensis","1041","Argentiniensis"
"Argienne","1042","Argienne"
"Arguennes","1069","Arquennes"
"Arhousius","1043","Arhousius"
"Arianus","834","Aire"
"Ariensis","834","Aire"
"Arkel","1044","Arkel"
"Arlanderveel","761","Aarlanderveen"
"Arlanensis","1047","Arlanensis"
"Arle","762","Aarle"
"Arlebacensis","258","Harelbeke"
"Arlebecanus","258","Harelbeke"
"Arlebeeck","258","Harelbeke"
"Arlemensis","764","Aarlen"
"Arlen","764","Aarlen"
"Arlenenensis","764","Aarlen"
"Arlensis","764","Aarlen"
"Arleu","1049","Arleux"
"Arliniensis","764","Aarlen"
"Arlonensis","764","Aarlen"
"Arlunensis","764","Aarlen"
"Arluno","764","Aarlen"
"Arlunus","764","Aarlen"
"Armacanensis","1051","Armagh"
"Armacanus","1050","Armacanus"
"Armarianus","1052","Armarianus"
"Armeghensis","1053","Armeghensis"
"Armeniensis","1054","Armeniensis"
"Armentarianus","1055","Armentiers"
"Armentariensis","1055","Armentiers"
"Armenterianus","1055","Armentiers"
"Armenteriensis","1055","Armentiers"
"Armentheriensis","1055","Armentiers"
"Armoricus","1947","Bretagne"
"Arnadackanus","1056","Arnadackanus"
"Arnagensis","1057","Arnagensis"
"Arnaniensis","1061","Arnon"
"Arncke","1058","Arneke"
"Arnem","1059","Arnem"
"Arnemensis","28","Arnhem"
"Arnemiensis","28","Arnhem"
"Arnhemensis","28","Arnhem"
"Arnhemia","28","Arnhem"
"Arnhemiensis","28","Arnhem"
"Arnhemius","28","Arnhem"
"Arnsteinensis","1062","Arnstein"
"Arnus","1063","Arnus"
"Arocensis","1064","Arocensis"
"Arom","1080","Arum"
"Arotanus","1065","Arotanus"
"Arotiensis","1066","Arotiensis"
"Arovenne","1067","Arovenne"
"Arpensis","1068","Arpe"
"Arquenne","1069","Arquennes"
"Arquennes","1069","Arquennes"
"Arquensis","1046","Arkene"
"Arquestes","1069","Arquennes"
"Arragoniensis","1009","Aragon"
"Arrenburgh","760","Aardenburg"
"Arriensis","834","Aire"
"Arriniensis","1071","Arriniensis"
"Arschotanus","7","Aarschot"
"Arschotensis","7","Aarschot"
"Arschottanus","7","Aarschot"
"Arschottensis","7","Aarschot"
"Arscot","7","Aarschot"
"Arscotanus","7","Aarschot"
"Arscotensis","7","Aarschot"
"Arscottanus","7","Aarschot"
"Arsensis","1073","Arsensis"
"Arsesiensis","1074","Arsesiensis"
"Arshotanus","7","Aarschot"
"Arsle","1075","Arsle"
"Artesianus","1078","Artois"
"Artesiensis","1078","Artois"
"Arthensiensis","1078","Artois"
"Arthesianus","1078","Artois"
"Arthesiensis","1078","Artois"
"Artificiensis","1076","Artificiensis"
"Artiniensis","1077","Artiniensis"
"Artristensis","1079","Artristensis"
"Arvaille","3952","Harville"
"Arvillanus","1081","Arville"
"Arvillarensis","1081","Arville"
"Arville","1081","Arville"
"Arvoniensis","1082","Arvoniensis"
"Asbrocanus","1084","Asbroek"
"Asbroeck","1084","Asbroek"
"Asbroekanus","1084","Asbroek"
"Asbruccanus","1084","Asbroek"
"Asca","29","Asse"
"Ascanius","29","Asse"
"Ascanus","29","Asse"
"Ascappel","2843","Eggewaartskapelle"
"Ascenede","30","Assenede"
"Ascensis","29","Asse"
"Asch","29","Asse"
"Aschaffenburgensis","1085","Aschaffenburg"
"Aschanus","29","Asse"
"Asche","29","Asse"
"Aschensis","29","Asse"
"Ascronkanus","1086","Ascronkanus"
"Asdonck","3778","Haasdonk"
"Aselroucanus","1094","Assebroek"
"Asen","822","Afsnee"
"Asensis","1087","Asensis"
"Asessianus","1101","Assesse"
"Asnedensis","1088","Asnedensis"
"Aspelaer","1089","Aspelare"
"Aspelariensis","1089","Aspelare"
"Asper","1091","Asper"
"Asperensis","1092","Asperen"
"Aspericollensis","7358","Scherpenheuvel"
"Aspicollensis","7358","Scherpenheuvel"
"Aspricellensis","7358","Scherpenheuvel"
"Aspricolensis","7358","Scherpenheuvel"
"Aspricollensis","7358","Scherpenheuvel"
"Asquigranensis","11","Aken"
"Asquisgranensis","11","Aken"
"Assauerburgensis","1093","Assauerburgensis"
"Asschaffenbergensis","1085","Aschaffenburg"
"Asschanus","29","Asse"
"Assche","29","Asse"
"Asselair","1096","Asselair"
"Assele","29","Asse"
"Asselensis","1095","Assel"
"Asselghem","1097","Asselheim"
"Assellensis","1095","Assel"
"Asselt","1098","Asselt"
"Assen","1099","Assen"
"Assendelphensis","1100","Assendelft"
"Assenede","30","Assenede"
"Assenedensis","30","Assenede"
"Assennedensis","30","Assenede"
"Assenois","31","Assenois"
"Assensis","1099","Assen"
"Asses","1101","Assesse"
"Assesianus","1101","Assesse"
"Assess","1101","Assesse"
"Assesse","1101","Assesse"
"Assessiensis","1101","Assesse"
"Assessu","1101","Assesse"
"Asseus","0",""
"Assidiensis","1102","Assidiensis"
"Assie","29","Asse"
"Assne","822","Afsnee"
"Ast","1103","Ast"
"Astanus","1103","Ast"
"Asten","32","Astene"
"Astenet","1105","Astenet"
"Astenses","32","Astene"
"Astensis","32","Astene"
"Asterdammensis","17","Amsterdam"
"Asterle","1106","Asterle"
"Asthensis","32","Astene"
"Astianus","1107","Astianus"
"Astimée","1108","Astimée"
"Aswidines","1110","Aswidines"
"Atenhovius","34","Attenhoven"
"Atensis","8","Aat"
"Athenensis","8","Aat"
"Athenhoven","34","Attenhoven"
"Athenhoviensis","34","Attenhoven"
"Athenhovius","34","Attenhoven"
"Athenses","8","Aat"
"Athensis","8","Aat"
"Athenzis","8","Aat"
"Athijs","0",""
"Athin","1118","Attin"
"Athirs","0",""
"Athis","0",""
"Atignij","1112","Atignij"
"Atrabas","1113","Atrabas"
"Atrabatensis","1070","Arras"
"Atrabato","0",""
"Atrebas","1070","Arras"
"Atrebat","0",""
"Atrebaten","1070","Arras"
"Atrebateneis","33","Atrecht"
"Atrebatenses","0",""
"Atrebatensis","33","Atrecht"
"Atrebato","0",""
"Atrensis","1114","Atrensis"
"Atrigius","1115","Atrigius"
"Atriniensis","0",""
"Atrobatensis","1070","Arras"
"Attenhove","34","Attenhoven"
"Attenhoven","34","Attenhoven"
"Attenhoviensis","34","Attenhoven"
"Attenhovius","34","Attenhoven"
"Attenniensis","1117","Attenniensis"
"Attenovenensis","34","Attenhoven"
"Attenovinus","34","Attenhoven"
"Atthenhovius","34","Attenhoven"
"Atthensis","8","Aat"
"Atthre","1120","Attre"
"Attrabaten","1119","Attrabaten"
"Attrabatensis","33","Atrecht"
"Attre","1120","Attre"
"Attrebas","1070","Arras"
"Attrebatensis","33","Atrecht"
"Attrebato","0",""
"Attrebattensis","33","Atrecht"
"Attrebetensis","33","Atrecht"
"Aubecanus","1121","Aubecanus"
"Aubel","1122","Aubel"
"Aubelensis","1122","Aubel"
"Aublain","1125","Aublain"
"Auboliensis","1122","Aubel"
"Aubrif","1126","Aubrives"
"Aubrive","1126","Aubrives"
"Aubulensis","1122","Aubel"
